GitCommitMessage	IsUseful	MatchedOnKeyword
chore: annotate the ingress config fields with omitemptysigned-off-by: cosmin cojocar <cosmin.cojocar@gmx.ch>	False	
docs: fix up help	False	
fix: add git-lfs supportsigned-off-by: terry cox <terry@bootstrap.je>	False	
fix: use prow if enabled in the jenkinfile generationso the new build packs work nicely on prow	True	
fix: minor change to trigger updatebot	True	
updated vendor with dep. patched compliance_results (#1279)	False	
removing tmp files after tests.	False	
fix: add build pack	False	
chore(deps): upgrade jenkins-x/jx to version 0.0.135from: https://github.com/jenkins-x-plugins/jx-pipeline.git	True	
chore: upgrade jenkins-x/jx-cli to version 0.2.32from: https://github.com/jenkins-x/jx-gitops.git	True	
update _overview.html	False	
fix: git server creation for ghe	True	
hide ingress installation behind advanced flag (#4171)signed-off-by: mark cox <markcox20@hotmail.com>	False	
added yaml support to `jx get eks`.	True	
chore: fixed test	False	
fix: issue with generated tlssecretname expose config containing dots fixes #6463	False	
feat: reuse quality gate for upgrade platformlets ensure `jx create cluster, jx install & jx upgrade platform` all share the same quality gate - the curated version in cloud-environmentsfixes #1116	True	
feature is really about owasp zap	False	
feat(tekton): add the ability to add/override volumes and containeroptionssigned-off-by: andrew bayer <andrew.bayer@gmail.com>	True	
fix(git): improve getcurrentgittagsha and getpreviousgittagsha implementationfix for issue #3866signed-off-by: hardy ferentschik <hardy@ferentschik.de>	True	
ensuring external-dns chart repo is added to helm repo (#4224)signed-off-by: cai cooper <caicooper82@gmail.com>	True	
chore(deps): bump https://github.com/jenkins-x/jx-preview.git from 0.0.114 to 0.0.115command run was `jx step create pr regex --regex \s+previewversion = "(?p<version>.*)" --version 0.0.115 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
chore: move stepoptions to separate packagesigned-off-by: pete muir <pmuir@bleepbleep.org.uk>	True	
fix: remove old resourcesdefault to do "step helm version" when doing "step helm apply" automatically dofixes #2003	True	
lets return any errors when installing knaitve build and templates	False	
fix: removing github check verifyprivaterepos during boot- even free github organisations can now create private repositoriesfixes #7059	True	
fix: upgrade deps	False	
updated mocks	False	
chore(deps): bump https://github.com/jenkins-x/jx-cli-base-image from 0.0.32 to 0.0.33command run was `jx step create pr regex --regex (?m)^from gcr.io/jenkinsxio/jx-cli-base:(?p<version>.*)$ --version 0.0.33 --files dockerfile --repo https://github.com/jenkins-x/jx-cli.git`	True	
fix: add user/pwd to url	True	
chore(deps): bump https://github.com/jenkins-x/jx-admin from 0.0.125 to 0.0.127command run was `jx step create pr regex --regex \s+adminversion = "(?p<version>.*)" --version 0.0.127 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
feat: support migrating from prow config to pipeline scheduler crds (#4331)fixes #3919signed-off-by: david conde <dconde@cloudbees.com>	True	
tests	False	
fix:(addon vault) move the chart name and release contants into the global contants file	True	
fix: add optional extra commands to run when creating a clusterso we can easily test jx bootsigned-off-by: james strachan <james.strachan@gmail.com>	True	
chore: minor improvements to make command idempotent	True	
fix: use tekton agent in prow	True	
fix: handle long namespace names with previews and no-tillerlets not use the full namespace name for the release name if using no tiller or helm template mode	True	
configiure default environments with exposecontroller config	False	
fix: upgrade to latest versionsand use arm64 fix for plugin downloads	True	
fix(tekton): don't wait for pods for stages after a failure (#4306)the pod for a stage after an earlier stage has failed will neveractually get created, so just skip it.signed-off-by: andrew bayer <andrew.bayer@gmail.com>	True	
fix: revert making all created repos private by defaultreverts #5284. as seen in #5507, we weren't ever actually testing thiscorrectly (due to `--git-public false` actually resulting in`--git-public` being true and `false` being treated as additionalarguments to `jx create cluster`). fixing that showed thatpromote-to-production fails when using the github user as the env repoowner as well, which is problematic in and of itself, but moreimmediately, we can't get tests to pass without creating a second userto own the private env repos or an org that allows private repos. thisis blocking anything from getting merged in `jenkins-x-versions`,which means more and more things can be slipping into the periodic prsthere that could be introducing more failure cases we can't detect, etc.so...we should revert and revisit.signed-off-by: andrew bayer <andrew.bayer@gmail.com>	True	
feat: add more reporting to importreportersigned-off-by: ivan meredith <ivan@ivan.net.nz>	True	
chore: fixed failing test	False	
chore: upgrade jenkins-x/jx-cli.git to version 0.0.46from: https://github.com/jenkins-x/jx-cli-base-image.git	True	
chore: fix houndsigned-off-by: james strachan <james.strachan@gmail.com>	False	
chore(deps): bump https://github.com/jenkins-x/jx-project.git from 0.0.150 to 0.0.151command run was `jx step create pr regex --regex \s+projectversion = "(?p<version>.*)" --version 0.0.151 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
defaulting long term storage to false if provide not gke as not supported by other providers (#4342)signed-off-by: anouska streets <anouska.streets@gmail.com>	True	
fix: upgrade to version 0.0.243from: https://github.com/jenkins-x/jx-promote	True	
feat: allow labels to be added to boot upgrade prssigned-off-by: mark cox <markcox20@hotmail.com>	True	
default to configured zone/region on gke interactive install (#3999)* default to configured zone/region on gke interactive installsigned-off-by: mark cox <markcox20@hotmail.com>* use error wrapsigned-off-by: mark cox <markcox20@hotmail.com>	True	
chore: add in extra requirement overrides for vaultsigned-off-by: gareth evans <gareth@bryncynfelin.co.uk>	True	
chore(deps): bump https://github.com/jenkins-x/jx-gitops from 0.0.118 to 0.0.120command run was `jx step create pr regex --regex \s+gitopsversion = "(?p<version>.*)" --version 0.0.120 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
fix: improve `jx step credentials` to be more like jenkisn credentialsso that it automatically handles user/password and secretfile kinds of secret credentials so things are easier to use in pipelines	True	
fix: add labels to gitlab mrsfixes #7119signed-off-by: andrew bayer <andrew.bayer@gmail.com>	True	
chore(deps): bump https://github.com/jenkins-x-plugins/jx-health to 0.0.40command run was `jx step create pr regex --regex \s+healthversion = "(?p<version>.*)" --version 0.0.40 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
chore: ran make generateto update the some of the autogenerated code now that workflows havebeen removed.	True	
fix: better fix for finding kops state from env varfixes #1414	True	
feat:(devpod) add an option which defines which container ports will be exposed by the devpod	False	
chore: tests for lots of validators for jsonschema	True	
add messaging for setup without a custom domain	True	
fix: use existing images for release pipelinewe're not building images with the release version here yet, so weshouldn't be using them in the release pipeline.signed-off-by: andrew bayer <andrew.bayer@gmail.com>	True	
fix: lets copy the bdd test reports to a directory defined by the step	True	
jenkins-x/jx#1328 drop fw deletes if not necessaryif there are no firewalls detected for deletion only createa comment as hint to the user	True	
chore: ensure we recreate the kube client if we change the dev nsin case its cached in a kubeclient	False	
fix: refactor forkandpullrepopreviously this function branched pretty much at thestart which meant that it was very easy to end upwith fixes inconsistently applied. it is now asingle branch with the different paths done asfork-joins which should be much easier to maintain.i???ve also added unit tests for the common pathscontributes to #4789	True	
format	True	
a start at unit testing bitbucket gitprovider implementation	False	
fix: prevent updates to bootconfigurl from being lostsigned-off-by: cai cooper <caicooper82@gmail.com>	True	
update makefile	False	
install jenkins-x via helm and the jenkins-x cloud-environments repo #2	False	
delete jx tarball after extraction	False	
chore(deps): bump https://github.com/jenkins-x/jx-secret from 0.0.52 to 0.0.54command run was `jx step create pr regex --regex \s+secretversion = "(?p<version>.*)" --version 0.0.54 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
revert "feat:(install) support jfrog artifactory"this reverts commit 1000decf6d2daac6d9db5a2938a6e4ca5250a09f.	True	
refactor the jenkins auth into a reusable auth serviceso that we can use it for authenticating into git too	True	
refactor(roles): extract the logic which checks if a role exists out of the create function	True	
chore(deps): upgrade jenkins-x/jx to version 0.2.29from: https://github.com/jenkins-x-plugins/jx-project.git	True	
fix: attempt to fix indents in tree	True	
fix: default environments now working with codeship build	False	
fix(ci) test running ci on new clusterafter switching to the new cluster for ci we had an issue looking up the git details as we don't mount the secret anymore.  the problem was the existing code found a local `gitauth.yaml` file but also a pipeline secrets in the test cluster.  this change avoids them being merged.	True	
chore: generated mocks	False	
workaround for promote getting stuck on prow installs see #2410	True	
fix:(bitbucket) lets not return errors for repos that don't existso that we can validate repo names that don't exist when importing / creating apps	True	
feat: make prow logging return status code 1 if build fails.	False	
fix: turn off json logging for metapipeline-triggered pipelines`jx_log_format=json` breaks bdd tests parsing `jx get build logs`,and, frankly, makes the log output rather unappealing in the firstplace. so let's turn this off until @hferentschik has a more holisticapproach that turns off the json unless a flag like `-o json` ispassed to `jx get build logs`.signed-off-by: andrew bayer <andrew.bayer@gmail.com>	True	
fix: upgrade to version 0.0.484	True	
adding upsertroleintoenvrole()	True	
fix:(verify) determine properly the application name and namespace	False	
chore: fix hound warnings	False	
fix incorrect sourcerepository label value	True	
fix: do not returns an error if there no certificates to clean up	True	
feat: add `--sort` flag to get activities commandthis allows activities to be sorted by timestamp so last runningactivities are easier to spot.fixes: #2910	True	
chore(deps): bump https://github.com/jenkins-x/jx-admin from 0.0.103 to 0.0.107command run was `jx step create pr regex --regex \s+adminversion = "(?p<version>.*)" --version 0.0.107 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
lets only use jx-release-version on releases	False	
fix: avoid passing in bad `$chart_museum` which breaks manual promoteas we want to allow the chart museum url to be specified via an env var if using a custom chart repositorysigned-off-by: james strachan <james.strachan@gmail.com>	True	
feat: use vault substitutions in appfixes #5141signed-off-by: pete muir <pmuir@bleepbleep.org.uk>	False	
revert: previous patch	False	
feat: added flag to avoid cluster reconnection when using workload identitysigned-off-by: gareth evans <gareth@bryncynfelin.co.uk>	True	
fix: upgrade to version 0.0.225from: https://github.com/jenkins-x/jx-secret.git	True	
formatted	True	
fix: avoid nil pointer exception when creating srsigned-off-by: rom??n rodr??guez-gil <rrodriguezgil@cloudbees.com>	False	
chore(doc): missing code comments	False	
fix:(sso) sort the organisation before prmpting and update error message	True	
chore(deps): bump https://github.com/jenkins-x-plugins/jx-health to 0.0.18command run was `jx step create pr regex --regex \s+healthversion = "(?p<version>.*)" --version 0.0.18 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
fix: lets not warn on not finding helm if it is in the bin dir	False	
chore: remove deprecated get clusters cmdthe deprecation date for this command has passed and we can use the`gcloud` cli tool to get the list of clusters.fixes #6965	True	
chore(deps): bump k8s.io/apimachinery from 0.17.2 to 0.18.6bumps [k8s.io/apimachinery](https://github.com/kubernetes/apimachinery) from 0.17.2 to 0.18.6.- [release notes](https://github.com/kubernetes/apimachinery/releases)- [commits](https://github.com/kubernetes/apimachinery/compare/v0.17.2...v0.18.6)signed-off-by: dependabot-preview[bot] <support@dependabot.com>	True	
fix: skip the version tagging in the create task when the noreleaseprepare flag is configured in the projectsigned-off-by: cosmin cojocar <cosmin.cojocar@gmx.ch>	False	
warn if we cannot upgrade an addon	False	
fix: try clear the go module cache to see if that fixes the bdd tests	True	
fix: upgrade to version 0.0.233from: https://github.com/jenkins-x/jx-promote	True	
aling release so we can use it with homebrew on osx	True	
upgraded eksctl version.	False	
pass the disable flags across when doing group imports	False	
chore: update generated mocks	False	
feat(apps): return list of deleted apps to the user	True	
lets auto-create the jenkins job for the gitops environment promotion	True	
lets move updatebot into the makefile	True	
chore: remove deprecated minikube commandwe've deprecated the minikube command a while back, this commit removesit from jx.hyperkit was also removed in this commit, since it was added as a vm forminiukbe.fixes #4088	True	
fix(preview): broken tls in jx previewfixes #2196- the `omitempty` json tag was missing from the exposecontrollerconfig struct, which resulted in empty values being present in the extravalues.yaml file - thus overriding valid values from the values.yaml file- the cmdline flags passed through `jx preview` for the exposecontrollerconfig struct were not used to generate the extravalues.yaml file- ths `tls-acme` flag's default value was `"false"`, which was not an empty value, and thus was overriding the value from the values.yaml file. if we use the empty string as default value, it will still default to false in the exposecontroller, while allowing the values.yaml file from the preview chart to enable tlsalso extracting the preview values config in a func, to unit test it	True	
fix: upgrade to version 0.0.492	True	
chore: typo	False	
feat: log cleanupsigned-off-by: milinda dias <mjosephd@gmail.com>	False	
fix: support gcs for storing logs/reportsfixes #2688	True	
revert "fix:(init) refactor out handling of myvalues.yaml to separate function and use in both init and install"this reverts commit b09c61b451d31b1436dce91d58fd105da6088573.reverted due to regression in import of myvalues. please resubmit withunit tests	True	
chore: regenerated proxies	False	
lets allow the order and strategy to be configured on an environment	True	
fix: revert bad change in quoting that seems to cause issuessigned-off-by: james strachan <james.strachan@gmail.com>	True	
fix: ensure git user/email are configured in `jx step verify env`this isn't strictly necessary - when run via `jx boot`, the earlier`jx step git validate` has the same effect, and when run in thepipeline, `git_author_email` and `git_committer_email` should nowalready be set, but just to be safe, we should call`ensureuserandemailsetup(gitter)` before we actually do any gitoperations in this step.signed-off-by: andrew bayer <andrew.bayer@gmail.com>	True	
fix(bitbucket): issue creation now returns html url for issue, fixes #1668	True	
fix: warn the user if tls is not enabledwarn the user that continuing without tls is notrecommended if they are using vault or web hooks.note that right now you can???t not use web hooks.we present a confirmation dialog to continue, with`n` being the default after logging warnings.fixes #5044 fixes #5048signed-off-by: pete muir <pmuir@bleepbleep.org.uk>	True	
adding login to create service into current namespace	True	
apparently missing newline in log message.	False	
fix: simplify converttoversion implementation- uses now single regexp to extract semantic version if anyfixes #5580	True	
feat: embed the ingress config in each environment configuration from requirements configsigned-off-by: cosmin cojocar <cosmin.cojocar@gmx.ch>	False	
feat(prow): only returning an error if not 'deployment not found'	False	
fix: add json schema validation for pipeline.yaml and jenkins-x.yml (#3757)* fix: add json schema validation for pipeline.yaml and jenkins-x.ymlalso added `jx step buildpack validate`, which validates against`jenkins-x-kubernetes` and `jenkins-x-classic` from the local clones.note that this depends on https://github.com/abayer/jsonschema, whichi'll try to get in a pr to the original (https://github.com/alecthomas/jsonschema).signed-off-by: andrew bayer <andrew.bayer@gmail.com>* chore: new jx step syntax [command]specifically:- `jx step syntax schema [--pipeline|--buildpack]`- `jx step syntax validate pipeline`- `jx step syntax validate buildpacks`signed-off-by: andrew bayer <andrew.bayer@gmail.com>* chore: switch to alecthomas/jsonschema now that the needed pr is mergedsigned-off-by: andrew bayer <andrew.bayer@gmail.com>	True	
chore: regenerate code after tekton update	True	
fix(install): set the vault flag when only gitops mode is active	True	
fix:(rbac) rbac fixes for installing helm and ingress	True	
fix: upgrade to version 0.0.537from: https://github.com/jenkins-x/jx-gitops.git	True	
fix: correctly capturing output from 'terraform -version' command	True	
test: mock the resources used by the namespace test to allow running the unit tests without a cluster connectionsigned-off-by: cosmin cojocar <cosmin.cojocar@gmx.ch>	True	
added unit tests	False	
chore: off by 1 error ;)	False	
feat(terraform) initial cli to get new create cluster details for use with terraform	True	
fix: work around being given the wrong vault namelets print a warning and log the callstack which is using the wrong vault name to help diagnose this issue without actually failing	True	
fix: return correct sourcerepository	True	
chore: extra logging to show which helm binary is being used	True	
feat: refactor to allow entire template to be modified	True	
fix: added some conditional checking around the velero backupssigned-off-by: cai cooper <caicooper82@gmail.com>	True	
fix: updated tests for simplified admin secrets	True	
chore: fix up error message	False	
make sure we have a valid jx client	False	
fix: upgrade to version 0.0.235from: https://github.com/jenkins-x/jx-promote	True	
chore(deps): bump https://github.com/jenkins-x/jx-gitops.git from 0.0.394 to 0.0.395command run was `jx step create pr regex --regex \s+gitopsversion = "(?p<version>.*)" --version 0.0.395 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
fix(hound): format	True	
get rid of redundant struct tag	False	
fix:(promote) lets capture the release notes url on the activity	False	
fix logic for lazy create of sourcerepository and update tests	True	
fix: wait for cluster scan job to complete	True	
fix: issue 3282 improve error message	False	
feat:(scan cluster) add a skeleton for scan cluster command	True	
fix:(step service link) handle errors and reset the cluster ip	False	
fix(pipeline): use version stream for default pipeline imagewithout this, custom changes to `podtemplate` for `maven` could resultin an invalid image being used for the metapipeline steps.fixes #5805signed-off-by: andrew bayer <andrew.bayer@gmail.com>	True	
refactor: minor refactoring of cluster connection functionsigned-off-by: ankitm123 <ankitmohapatra123@gmail.com>	True	
cleaner	False	
fix: upgrade to version 0.0.514	True	
chore: upgrade jenkins-x/jx to version 0.0.200from: https://github.com/jenkins-x-plugins/jx-project.git	True	
fix: helm3 devpods	False	
fix: pipeline useradd pipeline user as collaborator in organisation so it works if it's different from user. previously 404 was returned by github.skip accepting invitation as pipeline user if credentials are missing. previously we got "panic: runtime error: invalid memory address or nil pointer dereference"if pipeline user is part of organisation the acceptanse step isn't needed anyway.	True	
fix: enable build log capture for tekton	True	
chore: upgrade to latest tekton api	True	
fix: include health in the boot image	False	
chore(deps): bump https://github.com/jenkins-x/jx-secret from 0.0.50 to 0.0.52command run was `jx step create pr regex --regex \s+secretversion = "(?p<version>.*)" --version 0.0.52 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
chore: upgrade jenkins-x/jx-cli to version 0.2.13from: https://github.com/jenkins-x/jx-gitops.git	True	
chore: regenerate	False	
fix: log an warning when no helm secrets are found in vaultthis method seems to be called for every helm apply but most of thehelm charts do not have secrets in vault. this was relying on the factthat read from vault returned an empty object instead of a error whenno secret is found in vault. after fixing that, this stared to returnan error for every helm apply.signed-off-by: cosmin cojocar <cosmin.cojocar@gmx.ch>	True	
fix: switch pipeline from private image	False	
fix:(edit environments) lets create an exposecontroller serviceso that any apps deployed to an edit environment are automatically exposed#284	True	
fix: refactor create pull request* now has a fork and join flow rather than tree flow* adds tests for major scenarios	True	
chore(deps): bump https://github.com/jenkins-x/jx-verify from 0.0.20 to 0.0.22command run was `jx step create pr regex --regex \s+verifyversion = "(?p<version>.*)" --version 0.0.22 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
fix: mark some tests as parallelizable	True	
feat: validate stage names for duplicatesnow pipelines are validated checking that all stages have unique names.	True	
chore(deps): bump https://github.com/jenkins-x/jx-secret.git from 0.0.205 to 0.0.206command run was `jx step create pr regex --regex \s+secretversion = "(?p<version>.*)" --version 0.0.206 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
test configexistssigned-off-by: mark cox <markcox20@hotmail.com>	False	
chore(test): removing obsolete install test execution from ci.sh	True	
default a version on promote if there is none specified	False	
fix(test): add missig nil check for pull request info	True	
fix: don???t include data in errorfixes #5258signed-off-by: pete muir <pmuir@bleepbleep.org.uk>	False	
fix: bdd tests, use new gcp test project	False	
added git provider kind option to `jx install`	True	
feat: added a terraform flag for the cluster.yaml in the bdd tests (#4142)* feat: added missing labels flagsigned-off-by: gareth evans <gareth@bryncynfelin.co.uk>* feat: added a terraform flag for the cluster.yaml in the bdd testssigned-off-by: gareth evans <gareth@bryncynfelin.co.uk>* feat: removed unused labels flagsigned-off-by: gareth evans <gareth@bryncynfelin.co.uk>* chore: fmtsigned-off-by: gareth evans <gareth@bryncynfelin.co.uk>	True	
feat: added kubectl version number to jx version	True	
chore: correct handling of commit sha and tag for codecov	True	
chore: replace dependency on jx-api	False	
feat: enable plugin validation & cleanup	False	
chore(tekton): speed up "jx get build logs" listing builds with filters (#4148)to make this work best, we also add the same labels that get put onthe `pipelinerun` to the `pipeline`, `task`s, and`pipelinestructure`. which is something we should do anyway.signed-off-by: andrew bayer <andrew.bayer@gmail.com>	True	
fix: check err when getting jxclient and nssigned-off-by: rokii <shangtaocn@gmail.com>	False	
chore(deps): upgrade jenkins-x/jx to version 0.1.17from: https://github.com/jenkins-x-plugins/jx-pipeline.git	True	
chore(deps): bump https://github.com/jenkins-x/jx-project from 0.0.41 to 0.0.45command run was `jx step create pr regex --regex \s+projectversion = "(?p<version>.*)" --version 0.0.45 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
chore: upgrade jenkins-x/jx to version 0.2.50from: https://github.com/jenkins-x-plugins/jx-gitops.git	True	
added publish-service arg to allow external-dns to expose services using the load balancer ip	True	
chore(deps): upgrade jenkins-x/jx3-pipeline-catalog to version 0.0.193from: https://github.com/jenkins-x-plugins/jx-admin	True	
chore(deps): upgrade jenkins-x/jx to version 0.2.14from: https://github.com/jenkins-x-plugins/jx-project.git	True	
generated latest mocks	False	
chore: polish text for how to open another devpod	True	
fix: cmd_test_helpers - createtestjxhomedir() returns empty string if gitauth.yaml is not present.signed-off-by: jx-helloworld <gneha21@yahoo.in>	False	
chore: initial spike of `jx create cluster eks`#87	False	
chore:(common) wrap more errors with messages	False	
chore: fixed test casesigned-off-by: james strachan <james.strachan@gmail.com>	False	
fix(ingress): hook exposeurl was wiped if cert-manager failedif the cert-manager deployment failed, the exposeurl (and thus ingress)for hook got wiped. this lead to `jx upgrade ingress` failing to updategithub webooks because it thought the _old_ url (it was trying to upgradefrom) was '/hook' rather than 'http://my.jx.url/hook'by doing the `ensurecertmanagersetup()` before modifying doing the delete/recreate service annotations, we don't end up with an error in thecert-manager installation causing data to get wiped but not re-created.	True	
bump default num of nodes for gke to three so we can run consecutive pipelines	True	
update readme.md	False	
fix: lets reset the fork before trying to create a prto avoid rebase conflicts	True	
fix(install): do not print anymore the admin password in the install logs if vault is enabled	False	
merged upstream.	False	
#2764 fix added --jenkinsfile with .git repositoryfix problem and add integration test	True	
feat(create user): add new flag to user crd to enable serviceaccount.new command line flag --create-service-account that gets stored in user.createserviceac (boolean).	True	
feat:(quickstart) lets add cli commands to get/create/delete locationsso we can add different locations for quickstarts on a per team basis#873	True	
chore: fix linter warnings	False	
chore: fmt	False	
initial gitlab integration and unit tests	False	
try and reduce errors when running chrome headless	False	
refactor:(helm) find the latest application version using the helm interface	True	
chore(deps): bump https://github.com/jenkins-x-plugins/jx-health to 0.0.28command run was `jx step create pr regex --regex \s+healthversion = "(?p<version>.*)" --version 0.0.28 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
chore(deps): bump https://github.com/jenkins-x/jx-project from 0.0.97 to 0.0.99command run was `jx step create pr regex --regex \s+projectversion = "(?p<version>.*)" --version 0.0.99 --files pkg/plugins/versions.go --repo https://github.com/jenkins-x/jx-cli.git`	True	
fix: allow default ns (#3678)	False	
fix: improved format of log messages on upgrade	True	
vault(vault): disable storing secrets in vault for --gitops for nowthis should be reenabled once we can consume the secrets properly.	True	
delete go.mod when running create client docsa second time, or it will fail	False	
added kvm2 support to minikube.	True	
fix: add `jx step post install` to validate environments are importedso that if using dev gitops and folks add an environment to git (in env/templates/my-env.yaml) we import the project to jenkins + create the webhooks if they don't already exist	True	
lets display the build log url	False	
style:(changelog) polish the changeloglets link features/fixes to the issues if possiblelets show new features and fixes first then list all the prs and issues later	True	
chore: revert pegamock to v2.2.0 to get the code generation workingsigned-off-by: cosmin cojocar <cosmin.cojocar@gmx.ch>	True	
fix: default the git kind properlysigned-off-by: james strachan <james.strachan@gmail.com>	False	
pipelinerunner: accept custom labels to be added to genereated resources	True	
feat(codeship): chained codeship commands together with the service-account & terraform	True	
chore(install): improve the error messages	False	
fix: add a flag to disable resetting of the ingress domainfor cases you want to hand craft the domain and ignore the ingress controller `loadbalancer` ip addressfixes #5496signed-off-by: james strachan <james.strachan@gmail.com>	True	
chore: upgrade jenkins-x/jx-cli to version 0.2.31from: https://github.com/jenkins-x/jx-gitops.git	True	
fix: use namespace from jx-requirementspart of #5034signed-off-by: pete muir <pmuir@bleepbleep.org.uk>	False	
chore: resolve hound comment issuessigned-off-by: cai cooper <caicooper82@gmail.com>	True	
fix: try another way to set args for covered binary (#4111)signed-off-by: pete muir <pmuir@bleepbleep.org.uk>	True	
feat: set helm values for environment charts so that we can generate ingress rules for applications that work with tls and external dns	True	
initial draft of 'jx create cluster gke terraform'currently a wip, at the moment just creates theservice account ready for terraform to run.	True	
fix: defaulting to disable legacy auth, to be consistent with jx create cluster gke	True	
chore(deps): bump https://github.com/jenkins-x/jx-cli-base-image.git from 0.0.36 to 0.0.37command run was `jx step create pr regex --regex (?m)^from gcr.io/jenkinsxio/jx-cli-base:(?p<version>.*)$ --version 0.0.37 --files dockerfile --repo https://github.com/jenkins-x/jx-cli.git`	True	
fix: add jx-jenkins plugin	False	
feat:(providers) add pks, oracle + ibm providersso we can add custom configuration for pks, oracle + ibm clouds	True	
fix: lets mount the kaniko socket for pushing to gcr	True	
