GitCommitMessage	IsUseful	MatchedOnKeyword
docs: remove old markdown issue template (#15556)* chore: remove old markdown issue templatethis template in markdown format has been superseded by the forms in the`.github./issue_template` directory. when viewing this file in thegithub ui, it shows a warning:> you are using an old version of issue templates. please update to the> new issue template workflow. [learn more][1][1]: https://docs.github.com/articles/about-issue-and-pull-request-templates* docs: link to new issue template chooserall of these direct links to our old markdown-based issue templates arebroken and just lead to an empty form. i could link directly to therelevant new yml template, but standardizing on `/issues/new/choose`seems safer as it'll continue working even if we change the availabletemplates.	True	
chore: test on node.js 15 (#13844)running `npm install` in the repository with node.js 15 currentlyrequires the `--legacy-peer-deps` requirement because npm is resolving`eslint-plugin-eslint-plugin`'s `eslint` peer dependency version as`undefined`. we can figure out later if that's an issue on our end ornpm's, but in the meantime this will let us run ci on node.js 15. i'mhoping this is a temporary situation so didn't update the contributingdocumentation to mention the flag.	True	
docs: grammar fix in no-sync	False	
update: check template literal in no-proto, no-iterator (fixes #12801) (#12806)* fix: check template literal prop in no-proto (#12801)* fix: check template literal prop in no-iterator (#12801)* add test cases	True	
fix: don't crash on empty array pattern item (fixes #2111)	False	
fix: prevent false positives with no-constant-condition (#15486)fixes #15467 by defining `isconstant` with `inbooleanposition` set to `false` as meaning:> for both string and number, if coerced to that type, the value will be constant.	True	
docs: forgotten parentheses in code snippet	True	
fix: `no-useless-rename` false positives (fixes #6266) (#6267)	False	
6.0.0-alpha.2	False	
fix: `prefer-template` had not been handling templateliteral as literal node (fixes #3507)	False	
fix: newline-before-return: bug with comment (fixes #5480)	True	
add no-undef (fixes #6)references to an undeclared variable will be flagged:```jsfoo = 1;   // 'foo' is not defined.```... unless it is explicitly mentioned in a /*global */ block:```js/*global foo:true*/foo = 1;```	True	
update: allow distinct alignment groups in key-spacing (fixes #1439)	False	
fix: bugfix for eqeqeq autofix (fixes #4540)finding range for ==/!= instead of assuming it is next token	True	
docs: fix v0.10.0 changelog	False	
docs: add note about typeof check for isnan (fixes #3985)`isnan` gives surprising results unless you also check the `typeof` the variable is `number`. explicitly calling this out in the documentation so people don't end up writing broken checks:```isnan('derp') // trueisnan({}); // trueisnan(undefined) // true```	True	
docs: fix js syntax and doc url in working-with-custom-formatters.md (#13828)* docs: fix js syntax in working-with-custom-formatters.md code samplemissing parenthesis on ruleurl causing syntax error in detailed formatter* docs: fix ruleurl in working-with-custom-formatters.md code sampleruleurl needs to get url from the docs object	True	
docs: clarify process for adding committers (#11272)* docs: clarify process for adding committers* update instructions to not include emailing twice.	True	
sponsors: sync readme with website	True	
docs: add details about "--fix" option for "sort-imports" rule (#8077)* docs: remove "fixable" statement for "sort-imports" rule* docs: add details about "--fix" option for "sort-imports" rule	True	
docs: describe options in rules under possible errors part 2 (#6063)	False	
update: check template literal in no-constant-condition (fixes #12815) (#12816)* fix: check template literal in no-constant-condition (fixes #12815)* add test cases* add tagged template test cases* treats truthy cases* check template literal truthy cases* fix typo, add test cases for cooked	True	
docs: update shell code fences for new website (#15522)fixes #15518	True	
adding eslint to jake	True	
chore: use precalculated counts in codeframe formatter (#8296)	True	
update: remove shebang workaround in spaced-line-comment (fixes #1433)credit to @ilovejary for the original pr (#1435) (https://github.com/ilovejary/eslint/commit/27fc2f617b2ed6b29dba0cb7c8612ec0dd8be8c0).	True	
update: added exceptions to `lines-around-comment` rule. (fixes #2965)added the following exceptions to the `lines-around-comment` rule:* `allowobjectstart`* `allowobjectend`* `allowarraystart`* `allowarrayend`see #2965	True	
chore: enable eslint-plugin-jsdoc (refs #11146) (#12332)* chore: enable eslint-plugin-jsdoc (refs #11146)* chore: enable jsdoc/check-types* chore: enable jsdoc/check-param-names* chore: enable jsdoc/check-alignment* chore: enable jsdoc/check-tag-names* chore: enable jsdoc/check-syntax* chore: enable jsdoc/implements-on-classes* chore: enable jsdoc/require-param-descriptions* chore: enable jsdoc/require-param-name* chore: enable jsdoc/require-param-type* chore: enable jsdoc/require-param* chore: enable jsdoc/require-returns-description* chore: enable jsdoc/require-returns-type* chore: enable jsdoc/require-returns* fix: eslint-plugin-jsdoc uses function by default* chore: fix test* fix: remove out of date comment	False	
new: disallow use of object.prototype methods on objects (fixes #2693) (#6107)	True	
refactoring plus added some tests	True	
update: fix && vs || short-circuiting false negatives (fixes #13634) (#13769)* update: fix && vs || short-circuiting false negatives (fixes #13634)when `constructor-super`, `no-throw-literal`, and`prefer-promise-reject-errors` are looking for plausible constructor orerror values, they fail to consider the short-circuiting behaviordifferences between the `&&` and `||` operators. this results in a falsenegative where these rules allow `foo && 42` when that expression cannotbe a constructor or error. if the left side is falsy, the expressionshort-circuits with the falsy value. if the left side is truthy, theresult of the expression is the right side value. all three rulesalready report the right side value in isolation but currentlyincorrectly allow it when on the right side of an `&&` expression.when @mdjermanovic added support for logical assignment operators, wedecided to ship with the corrected behavior for `&&=` by only checkingthe right side of the expression, accepting that treatment of `&&=`would be inconsistent with existing treatment of `&&`. this pr thenfixes the `&&` treatment in what we believe can be a semver-minor bugfix.a future improvement could detect statically falsy values on the leftside of `&&` expressions and report those as well. such a change couldalso update the `||` treatment to ignore plausibly-(constructor|error)values on the right side if the left side is statically truthy but notplausibly a constructor or error, so `42 || foo` should fail.* use correct short-circuit termco-authored-by: nicholas c. zakas <nicholas@nczconsulting.com>co-authored-by: nicholas c. zakas <nicholas@nczconsulting.com>	True	
update: check identifier in array pattern in id-length (fixes #12832) (#12839)* update: check identifier in array pattern in id-length (fixes #12832)* fix wrong test case* update documentation	False	
fix: strict rule supports classes (fixes #2977)	False	
sponsors: sync readme with website	True	
docs: remove or rewrite references to former ecmafeatures	True	
docs: suggest deleting branches after merging prs (#9449)this updates the maintainer guide to recommend deleting the git branchafter merging a pr. (it seems like we usually already do this, but ithink we should document it to make the recommendation more official.)	True	
fix: add parens for yield statement (fixes #10432) (#10468)	True	
docs: remove claim about semicolons from docs (#12944)the documentation claimed that js is unique amongc-like languages in having optional semicolons atthe end of statements. this is not true, as go (golang)also has optional semicolons and is c-like.this didn't seem terribly important, so rather thango on a tangent about what languages do or don't requiresemicolons, i just removed the claim.	True	
update: added 'allowsuper' option to `no-underscore-dangle` (fixes #6355) (#6662)* update: added 'allowsuper' option to no-underscore-dangle rule* added tests for allowaftersuper option for no-underscore-dangle* fixed tests for no-underscore-dangle* added extra allowaftersuper test for rule no-underscore-dangles	True	
fix: no-implicit-coercion invalid autofix with consecutive identifiers (#8340)previously, the no-implicit-coercion rule would convert code like `typeof+foo` to `typeofnumber(foo)`, combining the `typeof` keyword with the following identifier and changing the semantics. this commit updates the no-implicit-coercion autofixer to prevent that from happening.	True	
update: replace getlast() with lodash.last() (fixes #5456)`getlast()` is the only function in `lib/util.js` and it is essentiallyidentical to `lodash.last()`.the only difference is that `lodash.last()` returns `undefined` for emptyarrays instead of `null`. this minute difference does not seem to cause anytests to fail.it would allow us to remove the `lib/util.js` and `tests/lib/util.js` filesaltogether. it would also allow us to remove the duplicate implementation thatlives in `lib/rules/comma-dangle.js`.finally, it would provide a nice opportunity to clean up the docs in`docs/developer-guide/code-path-analysis.md` which erroneously point to thisfunction living in `lib/ast-utils.js`.for reference, this is lodash's implementation:function last(array) {var length = array ? array.length : 0;return length ? array[length - 1] : undefined;}	True	
fix: error when there's a \r in .eslintrc (#1172)	False	
rule: no-lonely-if (fixes #790)adds a new rule, no-lonely-if, which warns whenever an if statementis the only statement inside the else block of another if statement.the rule is off by default.	False	
fix: rest args should work in no-undef and block-scoped-var (fixes #1543)	False	
fix: `no-dupe-keys` type errors (fixes #6886) (#6889)	False	
new: report output to a file (fixes #1027)	True	
chore: fix typo in complexity.js (#12864)	False	
chore: add missing newlines to test cases (fixes #5947)chore: add missing newlines to test cases (fixes #5947)	True	
fix: improve diagnostics for shareable-config-missing errors (#11880)	True	
build: changelog update for 4.0.0-alpha.0	True	
update: module overrides all 'strict' rule options (fixes #4936)	False	
breaking: made eol-last less strict (fixes #1460)	False	
rule: no wrap func	False	
update: code path analysis for class fields (fixes #14343) (#14886)* fix: code path analysis for class fields (fixes #14343)* propertydefinition code paths* add test and comments* reverse order of code path closing* added codepath#origin* update tests/lib/linter/code-path-analysis/code-path.jsco-authored-by: milos djermanovic <milos.djermanovic@gmail.com>* update lib/linter/code-path-analysis/code-path.jsco-authored-by: milos djermanovic <milos.djermanovic@gmail.com>co-authored-by: milos djermanovic <milos.djermanovic@gmail.com>	True	
chore: document target global in makefile.js (#15084)	False	
update: add `except-parens` option to `no-return-assign` rule (fixes #2809)	True	
new: no-chained-assignments rule (fixes #6424) (#7904)	False	
update: add suggestions for no-unsafe-negation (fixes #12591) (#12609)	True	
update: improve suggestion testing experience (#12602)previously you had to explicitly pass the exact same value (undefined), which meant either explicitly set `suggestions: undefined`, or omit the property.i hate writing `undefined`, but i prefer to be explicit in my tests and say "i expect no suggestions".now you can pass any falsey, or an empty array, and the rule tester will perform as expected.	True	
new: no-duplicate-case rule to disallow a duplicate case label (fixes #2015)	True	
relaxed enforcement of camelcase rulethe `camelcase` rule now allows reading underscored properties:var foo = bar.baz_boom;fixes #672	True	
update: switch to using estraverse-fb (fixes #1712)	True	
fix: correctly handle commented code in `indent` autofixer (fixes #7604) (#7606)	True	
build: makefile - check for rule ids in docs titles (fixes #969)	True	
update: add autofix to rule multiline-ternary (#13958)* update: added auto-fix to multiline-ternaryi noticed unfixed warnings from this eslint rule and wanted to auto-fix them. while it may seem like doing `'\n? '` is opinionated, i did have changed to make this take a new option and either put the `?` on the previous line or next line. this is actually unnecessary because `operator-linebreak` handles it for you.* chore: fix linting* chore: review suggestions* chore: review suggestionsrefs: https://github.com/eslint/eslint/pull/12982/files#r409035292* chore: add a test incluing comments* chore: review suggestions* chore: fixer.replacetextrange() => removerange()* chore: review suggestions* chore: fix typoco-authored-by: kevin ghadyani <3948069+sawtaytoes@users.noreply.github.com>	True	
update: improve report location in arrow-body-style (refs #12334) (#13424)	False	
update: camelcase rule ignorelist added (#10783)* new: camelcase rule now accept ignore list* docs: documentation updated for camelcase rule ignore list	True	
fix: --init indent setting (fixes #2493)	False	
fix: replace `assert.deepequal` by `lodash.isequal` (fixes #6111) (#6112)	False	
sponsors: sync readme with website	True	
rule: the function constructor is eval	True	
fix: account for comments in implicit-arrow-linebreak (#10545)* add and pass for a test case for when a comment exists between an arrow and expression body in implicit-arrow-linebreak* fix formatting* add and pass test case for when arrow expression is set to variable* add test cases for when comments exist within parens enwrapped arrow function bodies, pass cases* add test cases for block comments, multiple comments within an arrow expression, pass test cases, create helper for formatting comments* add a test case to ensure filtering of comments between start of arrow expression and parens* change condition to check for length of comment text length* condense logic for comments filtering* reword documentation for helper function* account for multi arrow function test case with comments for implicit-arrow-linebreak, begin implementation for condition* add test case for when some arrow function bodies are wrapped with parens, add logic to account for test case* export fixer logic for besides to autofixbesides function, account for test cases with nested arrow functions, specify astutil functions in implicit arrow linebreak* remove extra semicolon from top* add test cases for async arrow functions, method chains, object literals, add parameter and documentation for column for formatcomments, add findfirsttoken helper* fix lines for cherry-pick* remove line* rename fixertarget to arrowbody for autofixbesides and addparentheses functions* add valid test cases* account for promise constructor and callback test cases* add test cases for multiline comments* remove dangling commas, add comments and extra details to jsdocs for clarity* update branch, fix import statement for ast-utils* apply requested change to string template for tests on lines 258 and 269* add and pass test cases for variable declarations with multiple declarations	True	
docs: fix duplicate entries in changelog (#9530)	False	
sponsors: sync readme with website	True	
change gettokens 2nd/3rd arguments to count tokens, not characters	True	
build: filter and sort versions in gensite (fixes #1430)	True	
fix: rewrite no-unused-vars rule (refs #1212)	False	
fix: add meta element with charset attribute. (#9365)open html output file used firefox and output the following error message in console.'the character encoding of the html document was not declared. the document will render with garbled text in some browser configurations if the document contains characters from outside the us-ascii range. the character encoding of the page must be declared in the document or in the transfer protocol.'so add meta element with charset(utf-8) attribute.	True	
build: use split instead of slice/indexof for commit check (fixes #6109) (#6110)	True	
build: update ci testing configuration (#11500)	False	
sponsors: sync readme with website	True	
docs: add missing quote mark (+=" ??? "+=") (#7613)	False	
8.0.0-rc.0	False	
fix: don't flag for-of statement (fixes #1852)	True	
improve no-negated-in-lhs descriptionafter @michaelficarra's suggestion at https://github.com/eslint/eslint/pull/544#discussion_r8993133	False	
update: add an option to `prefer-const` (fixes #5692) (#6040)	True	
docs: polish for max-classes-per-file rule (#10377)	True	
docs: add `visualstudio` to formatter list (#11480)	True	
fix: find jsxidentifier refs in no-unused-vars (fixes #1534)	False	
chore: update to use es6 classes (refs #7849) (#7891)* chore: update to es6 classes (refs #7849)* chore: refactor rulefixer to be plain object (refs #7849)* chore: make suggested changes (refs #7849)	True	
docs: add actionable fix to no-irregular-whitespace (#10558)this change make it explicit that rewriting the line could be asufficient fix for the no-irregular-whitespace rule.	True	
updated readme	False	
docs: no-process-exit: recommend process.exitcode (#10478)* docs: no-process-exit: recommend process.exitcode* docs: added node.js version info for process.exitcode	True	
chore: remove identical tests (#8851)this removes rule tests that were identical to other tests in the same file, making them completely redundant.these cases were detected by the new [`no-identical-tests`](https://github.com/not-an-aardvark/eslint-plugin-eslint-plugin/blob/8c19ab5eb8942e35f102ca300a83ac73f67ce26f/docs/rules/no-identical-tests.md) rule in `eslint-plugin-eslint-plugin`. i'm planning to enable that rule on the codebase in a follow-up pr.	True	
new: add getsourcelines() to core and rule context (fixed #1005)new: add getsourcelines() to core and rule context (fixed #1005)	True	
0.6.2	False	
chore: remove extraneous command from lint-staged config (#14314)	False	
add code coverage checks to npm test and update rule tests to have better coverage	True	
chore: add github organization to sponsor button (#12562)	True	
rule: no script url	False	
update: add ignorepattern to no-inline-comments (#13029)	True	
sponsors: sync readme with website	True	
fix: context report message to handle more scenarios (fixes #2746)	True	
docs: fix typo for arrow-spacing	True	
chore: fix invalid super() calls in tests (#11054)acorn now reports parsing errors for invalid uses of the `super` keyword, and some tests are failing on master as a result. this commit updates the affected tests as necessary (or removes them if they're no longer applicable).	True	
added contributing.md	False	
update: support globalthis in no-implied-eval (fixes #12670) (#13105)	False	
docs: alphabetize the "stylistic issues" section	False	
docs: update semantic versioning policy (#13563)* docs: update semantic versioning policy* update readme.mdco-authored-by: brandon mills <btmills@users.noreply.github.com>co-authored-by: brandon mills <btmills@users.noreply.github.com>	False	
3.10.2	False	
build: package.json and changelog update for 2.6.0	True	
docs: fix the messageid example (fixes #9889) (#9892)	False	
docs: including for(;;) as valid case in no-constant-condition	True	
update: add new `multi-or-nest` option for the `curly` rule (fixes #1806)	True	
fix: no-cond-assign with `always` option reports switch case clauses (#12470)	False	
#580 remove eslint.getallcomments(), related docs, related tests	False	
update: consider env in no-implied-eval (fixes #12733) (#12757)* fix: consider env in no-implied-eval (fixes #12733)* fix typo, refactor to chaining* change to check only callexpression, refactoring* check defs* checks callee* check static string value* check falsy - first argument* check empty arg* fix typo	True	
update: .eslintrc to check more things	True	
fix: handle nested disable directive correctly (fixes #9318) (#9322)* fix: handle nested disable directive correctly (fixes #9318)* add unit test for enabled scenarios* add more test and identifier for all rules* chore: simply line-comment handling in fix for #9318 (#9323)* chore: handle disable-line comments in a separate pass (#9324)	True	
chore: add more test cases for `no-sequences` (#14579)	True	
docs: add config comments for rule examples 'accessor-pairs' to 'no-extra-semi' (refs #2271)	True	
new: `unicode-bom` rule to allow or disallow bom (fixes #5502) (#6230)	True	
fix: update doctrine to allow hyphens in jsdoc names (fixes #5612)	True	
docs: document the "correct" way to build an array with values (#13246)* document the "correct" way to build an array with values* merge example code blocks	True	
added documentation about configuration files	False	
docs: fix a wrong rule name in an example	False	
docs: fix typos,wrong path,backticks (#6663)	False	
build: add nodejs 6 to travis (fixes #5971) (#5973)	True	
breaking: removed comma spacing check from space-infix-ops (fixes #1361)	False	
fix: no-misleading-character-class crash on invalid regex (fixes #12169) (#12347)	False	
new: implement cachestrategy (refs eslint/rfcs#63) (#14119)* update: implement https://github.com/eslint/rfcs/pull/63* fix: correct tests* fix: isvalidcachestrategy now directly takes the cache strategy as string instead of confighelper object* fix: pass directly cachestratgey as string instead of confighelper objectupdated file-entry-cache to ^6.0.1also add tests outside of the cli-engine* style: define possible values for cachestrategy* test: remove only* fix: remove now useless option object* fix: correct jsdoc type* update docs/developer-guide/nodejs-api.mdco-authored-by: milos djermanovic <milos.djermanovic@gmail.com>* update lib/cli-engine/lint-result-cache.jsco-authored-by: milos djermanovic <milos.djermanovic@gmail.com>* update lib/cli-engine/lint-result-cache.jsco-authored-by: milos djermanovic <milos.djermanovic@gmail.com>* update lib/cli-engine/lint-result-cache.jsco-authored-by: milos djermanovic <milos.djermanovic@gmail.com>* update docs/user-guide/command-line-interface.mdco-authored-by: bryan mishkin <698306+bmish@users.noreply.github.com>co-authored-by: william hilton <wmhilton@gmail.com>co-authored-by: milos djermanovic <milos.djermanovic@gmail.com>co-authored-by: bryan mishkin <698306+bmish@users.noreply.github.com>	True	
updated changelog	False	
add: warn on missing rule definition or deprecation (fixes #1549)to replace a rule, the old rule and its test should be deleted, and`conf/replacements.json` should be updated in the format:```{"rules": {"old-rule": ["new-rule", "another-new-rule"]}}```	True	
upgrade: @eslint/eslintrc to fix rule schema validation (fixes #13793) (#13794)* chore: repro missing built-in rule validation (refs #13793)the bulk of our tests for rule schemas are isolated unit tests of`configvalidator`. this is a single test to be sure we actually run ruleschema validation end-to-end and prevent cases like #13793.after i run a patch release of `@eslint/eslintrc`, i'll push a secondcommit on this branch to bump the dependency version and fix the test.* upgrade: @eslint/eslintrc for rule validation (fixes #13793)	True	
update: fix false negative of `arrow-spacing` (fixes #7079) (#7080)	False	
breaking: switch to 1-based columns (fixes #2284)	True	
upgrade: espree@7.3.0 (refs #13568) (#13609)* upgrade: espree@7.3.0* update docs* update types.js	False	
chore: remove internal linter#getdeclaredvariables method (refs #9161) (#9264)this updates `linter` to remove the `linter#getdeclaredvariables` method. the `context.getdeclaredvariables` method is still available to rules -- this just removes the version of the method on `linter`.	True	
fix: add end location to reports in object-curly-newline (refs #12334) (#13460)	True	
new: `template-tag-spacing` rule (fixes #7631) (#7913)* new: `template-tag-spacing` rule (fixes #7631)* check template tags wrapped in parens* change rule category to "stylistic issues"* rephrase rule documentation introrewrote the intro do be more descriptive about tagged template literals.also includes a "further reading" section.* update docs to better explain the rule concept* add tests for tags with comments* documentation nits* adjust template tag autofixing behaviour when there's comments present	True	
fix: comma-dangle always-multiline: no comma right before the last brace (fixes #2091)	True	
docs: remove es2016 from experimental section of readmealso added a section indicating criteria for when we will consider those features for eslint rules (i.e., when it has been added to the ecmascript standard).	True	
docs: use string severity	False	
cli: -f now accepts a file paththe -f option for the cli will now accept a path to a formatter, as well as the name of a formatter in the eslint core package. this will allow the end-user to plug in a custom formatter that may not be appropriate for the eslint core package.in addition, a bug was fixed in which a failure to find a formatter would incorrectly exit with a 0 (no errors) code.	True	
breaking: treat package.json like the rest of configs (fixes #4451)	True	
docs: fix minor typo in brace-style.md (#12749)add missing brace	False	
docs: distinguish examples in rules under stylistic issues part 4 (#6136)	False	
new: added option int32hint for space-infix-ops (fixes #1295)	True	
fixes #655: add iife exception to no-extra-parens	True	
update: max-lines reporting loc improvement (refs #12334) (#13318)* update: max-lines reporting loc refactore (refs #12334)* update: changed loc position* update: updated startline logic and end loc* chore: refactor* chore: tests error property ordering* chore: tests re-ordering	True	
build: do not stub console in testing (fixes #1328)	True	
ensure that 'use strict' isn't flagged as an unused expression (fixes #361)	False	
breaking: new object-curly-newline/no-self-assign default (fixes #10215) (#10337)* breaking: new object-curly-newline/no-self-assign default (fixes #10215)* use semicolons consistently in examples	False	
