GitCommitMessage	IsUseful	MatchedOnKeyword
added functional test to check that the default modelspecs is used.signed-off-by: alexis mignon <alexis.mignon@proabyes.com>	True	
undo deletion of modelspecs variablesigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
update setup.py	False	
create buildsite.sh	False	
format python code with black	True	
change main name	False	
fix bug alert to monitoring	True	
move data files to data folder for easier packaging	True	
delete .nojekyll	False	
pre-release version	False	
remove add_missing_info_prediction_jobsince the dataclass must have certain attributes we don't need this class anymore	True	
cleanup code	False	
remove /unit	False	
add test functions	False	
added possibility to save the forecasts on the train datasetssigned-off-by: alexis mignon <alexis.mignon@proabyes.com>	True	
fix unit tests	False	
fixed context issues	False	
added comment with the expected keys for the prediction job	True	
only check reuse on pr	False	
create xgb_quantile.py	False	
remove sonar quality gatewe will keep using format and test checks, but think that sonar quality gate can be removed for now since it is duplicate to format and test checks. later we might reconsider.signed-off-by: david swinkels <david.swinkels@alliander.com>	True	
implemented feedback about general bridgeday feature	False	
more clear test name	False	
update list type and clean up feature_addersigned-off-by: david swinkels <david.swinkels@alliander.com>	False	
update sonar-project.properties	True	
update test_train_model.py	False	
better test functions	False	
update train_model_sklearn.py	False	
feat: update readme to include lincense infoupdate of readme.md to include lincense info	True	
add check old model age to earlier step in the pipelin	True	
update release-drafter.yml	False	
fix optuna logger	False	
test solar use dictsince solar and wind prediction jobs are different we will keep them as a dict	True	
update index.rst	False	
fixed code smells pointed out by sonarcloud	True	
minor commit for testing singoffsigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	True	
make task name dynamic	False	
add optional configuration	False	
format python code with black	True	
cleaner exception message	False	
update setup.pybumped to higher pre-release version	True	
made first implementation	False	
update test_standard_deviation_generator.py	True	
fix more style issues	False	
hotfix wrong variable reference	False	
fix f821 errors (undefined name 'unittest')	False	
fix setup.py classifiers	False	
added cc-by-2.5.txt and mpl-2.0.txt	False	
update proloaf.py	False	
create makefile	False	
ran black	False	
use the forecasted load to calcualte quantiles in case of a fallback forecast for a quantile model	True	
more refactoring	True	
update test_task_context.py	False	
update conf.py	False	
bug fixstill needs coverage increasement/ more unit tests	False	
modified structlog version	False	
add unit test for training of xgb_quantile	True	
add mlflow example run	False	
use test data for capacity train test as well	True	
minor change	False	
update setup.py	False	
add dot to name if file	True	
update input_data_multi_horizon_features.csv	False	
increased version number to 2.5.3	True	
do not check sonar for dependabotwork around secret dependabot bug	True	
updated objective with right recall to functionupdated objective with right recall to function	True	
update model_creator.py	True	
small improvements on readability	False	
format python code with black	True	
ran blacksigned-off-by: jan maarten van doorn <52956303+janmaartenvandoorn@users.noreply.github.com>	False	
changes in order to run optuna optimalisation	True	
fix failing unit test	False	
added tests for the dependency mechanismsigned-off-by: alexis mignon <alexis.mignon@proabyes.com>	True	
format python code with black	True	
update test_train_model_sklearn.py	False	
add raises docstring	False	
update setup.py	False	
update badges	False	
clarify documentation for missingvaluehandler parameters.	True	
decoupled linear model sklearn/openstf	False	
delete project_governance.mdsigned-off-by: jonas van den bogaard <3628277+jonasvdbo@users.noreply.github.com>	False	
remove unused import	False	
update readme.md	False	
format python code with black	True	
disable flake8	False	
add licence info to new workflow	True	
moved capacity prediction modules to own packages to simplify project	True	
reuse specification	False	
fixed linting issue	False	
revert to old kpis based on basecasesigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	True	
format python code with black	True	
update readme.md	False	
add test debug_pid	False	
update requirements.txt	False	
fix imports	False	
remove comment	False	
fix typo	False	
changed logging to have pid as key instead of in the message.	True	
format python code with black	True	
changes pid to be consistent	True	
add handling of eval_set with groupby keyssigned-off-by: benoit hardier <benoit.hardier@probayes.com>	False	
fixed bug in getting model age	False	
black changesigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
update optimize_hyperparameters.py	False	
create release-drafter.ymlsee details: https://github.com/marketplace/actions/release-drafter	False	
added version for networkxsigned-off-by: alexis mignon <alexis.mignon@proabyes.com>	True	
format python code with black	True	
update xgboost.py	False	
remove debug printssigned-off-by: florian oppermann <florian.oppermann@eonerc.rwth-aachen.de>	False	
bump version number to 1.6.0 (relatively large breaking change)	True	
add dep5 for trained_models	True	
update xgb_quantile.py	False	
format python code with black	True	
add missing meta.yamls	False	
fix e305	False	
try to fix docs workflow	True	
change name remove rte.	False	
format python code with black	True	
improve naming and comments	False	
run blacksigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
add unit test	False	
format python code with black	True	
remove html theme	False	
add comments	False	
remove old save method	False	
update train_predict_backtest.py	False	
use custom exceptions and update docstring	True	
update requirements.txt	False	
ran blacksigned-off-by: jan maarten van doorn <52956303+janmaartenvandoorn@users.noreply.github.com>	False	
update setup.pybumped version number	False	
fix teams dependency by checking if a valid url is given	False	
undo incorrection	False	
fix name and move back to no quotes	True	
add more test paths	False	
add auto labler action	True	
add objective for linear model	True	
add licence info	False	
fix code duplication reference in readme, update openstf to openstef and update 2021 to 2022signed-off-by: david swinkels <david.swinkels@alliander.com>	True	
make working unit tests of storing model and making forecasts	True	
fixed unit tests	False	
format python code with black	True	
update test_apply_features.py	False	
fixed sonar cloud issue	True	
add more license info	False	
updated version number for pre-releasesigned-off-by: jan maarten van doorn <52956303+janmaartenvandoorn@users.noreply.github.com>	True	
implemented feedback	False	
update openstef versionsigned-off-by: david swinkels <david.swinkels@alliander.com>	False	
fix reuse compliance	False	
add the property indicating if a model can predict quantilessigned-off-by: benoit hardier <benoit.hardier@probayes.com>	False	
rename project to short term forecasting	True	
fixed unit tests and implemented create forecast task	True	
add handler for logging figures and log warning if it can't be logged	True	
fix double definition	False	
update setup.pybumped version number	False	
fix reuse compliance	False	
forgot to install flake8 before linting	True	
update build-sphinx.yml	False	
moved calcualtion of kpi's to pipeline	True	
update release-drafter.ymlaction fails, but dont be alarmed. this is due to the branch not being on main: https://github.com/release-drafter/release-drafter/issues/398	True	
create support.md	False	
create pull_request_template.md	False	
added license info	False	
create documentation.md	False	
compute the end time of the input datasets in the main task function, so that it is the same for all prediction jobssigned-off-by: alexis mignon <alexis.mignon@proabyes.com>	True	
work in progress	False	
bump version to v2.0.4	True	
are requirements in docs obsolete	True	
moved hyper parameter optimization to pipeline	True	
simplify pipeline by moving saving/loading and the if training is required decission out	False	
update requirements and fix unit testssigned-off-by: frederik stoel <frederik.stoel@alliander.com>signed-off-by: willem frederik stoel <frederik.stoel@alliander.com>	True	
delete codeql analysis to avoid long run time	True	
update conf.py	False	
black formatting	True	
update serializer.py	False	
fix failing testsigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
update feature_request.md	False	
unittest change	False	
basic implementation	False	
raise distinct exceptions for calc kpi	True	
remove abstract serializer, add mlflow tracking uri from env and run blacksigned-off-by: david swinkels <david.swinkels@alliander.com>	False	
added default modelspecs to the prediction jobs and modified train and optimization pipelines so they can use it.signed-off-by: alexis mignon <alexis.mignon@proabyes.com>	True	
changed settings ide to blackchanged settings ide to black	True	
update setup.pybump version pre release	False	
format python code with black	True	
add reuse header	False	
fix typo	False	
fix quantile xgb ojective functionsigned-off-by: willem frederik stoel <frederik.stoel@alliander.com>	True	
use correct newline symbol	False	
add try-except for each metric	True	
add reuse license	False	
format python code with black	True	
update typhinting, return report instead of none	False	
implemented some fixes	True	
added unit tests	False	
format python code with black	True	
add feature adder in pipeline.	False	
fixed more unittests	False	
removed database calls from train_model_sklearn in pipeline	False	
fixed some bugs in the capacity prognosis model	True	
make training less verbose	False	
add explicit unit testsigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
simplify model creator, make it more clear that model actually means model_type	True	
add failing unit test	False	
removed ato report functionality	True	
use pytz.utc since that seems to be used more often	True	
update linter/formatter config	True	
update create_basecase_forecast.py	True	
try even more locs	False	
set experiment and update gitignoresigned-off-by: david swinkels <david.swinkels@alliander.com>	False	
remove duplication of logging statement	False	
format python code with black	True	
implemented feedback	False	
update setup.py	False	
incorporate suggestions by jm	False	
update checkout reference version	False	
remove typo	False	
add fix to remove artifacts	True	
improve error text	False	
fix linting errors	False	
fix unit tests	False	
added more unittests	False	
update readme.md	False	
made variable names more consistentimproved the names of variables to better match the variables with the functions.	True	
add licence info	False	
format python code with black	True	
make the logging more generalkeys now have the same name in the logging	False	
create sonar-project.properties	True	
add unittests related to model age in train_model task	True	
add doc.	False	
fix code smellsigned-off-by: benoit hardier <benoit.hardier@probayes.com>	False	
implemented feedback bram	False	
fixed typo after merge	False	
minor changes, small docstring improvements	False	
use our own mae metric, sklearn one gave exceptions	False	
format python code with black	True	
update output type for load_model	True	
update setup.py	False	
create test_create_component_forecast.py	True	
remove empty filesigned-off-by: signed-off-by: david swinkels david.swinkels@alliander.com <david.swinkels@alliander.com>	False	
run flak8 using project config, exit on non ignored errors	False	
update train_model_sklearn.py	False	
change coverage location guess	False	
add packages to requirements.txt	True	
speed up training test by limiting n_estimators	True	
fixed unit tests and changed saving of figures to log_figure with mlflow	True	
change property setter	False	
add step to fix coverage path	True	
update proloaf.py	False	
bug fix implementations	False	
improve understandabilitysigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
format python code with black	True	
format python code with black	True	
add load featureadder from modules.	False	
recreate the bug in a unit test	False	
handle no load column in input data	False	
update prerelease versionsigned-off-by: david swinkels <david.swinkels@alliander.com>	False	
move feature name test to happy train pipeline	True	
made train model work and more modular	False	
add /unit	False	
add modelspecs to function and log	True	
format python code with black	True	
add pytest-cov	False	
cast to listsigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	True	
update requirements.txt	False	
improve readability determine_invalid_coefs()	False	
format python code with black	True	
add failing test	False	
update serializer.py	False	
remove incorrect **	False	
fix create_model call in train_model	False	
create .pre-commit-hooks.yaml	False	
change model type hint train	False	
minor change	False	
change sed command	False	
load model using serializersigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
added unit test	False	
remove pull request trigger	False	
delete deprecated code	False	
merged remote	False	
fixed lag features	False	
format python code with black	True	
update index.rst	False	
bump version to v2.2.2	True	
add doc to pre commit config	True	
debugged unit test for spliting data using stratificationdebugged unit test for spliting data using stratification. a few typing error are solved.	True	
update prediction.py	False	
update readme.md	False	
rename optimize hyper params pipeline to optimize hyper params pipeline	True	
fix small typo's	False	
improve typehinting	False	
fixed bug in quantile model	False	
change docstring to remove save_figures_folder, unused with mlflow	True	
bump version	False	
code for stratification while splitsing the dataadded code for using stratification while splitsing the data. this in order to make sure peaks are in all the sets.	True	
solved comments on pr	True	
black formattingblack formatting	True	
fix commented base test case code	False	
cleaned up	False	
update readme.mdsigned-off-by: jonas van den bogaard <3628277+jonasvdbo@users.noreply.github.com>signed-off-by: david swinkels <david.swinkels@alliander.com>	False	
add -e	False	
remove reuse compliance	False	
basic sonarcloud config	True	
bump version	False	
update setup.py	False	
test objective creator	True	
add groupedregressor and unit tests for it.	True	
minor changes	False	
fixed unit tests	False	
end messages with a '.'	False	
update serializer.py	False	
added the historic load as optional feature (proloaf)	True	
move community files to organisation repo	True	
increased version number to 2.5.2	True	
update support.md	False	
add mlflow runs	False	
fixed typo in defining quantile columns	False	
fixed more linting issues	False	
replace ktpbase get_logger call by structlog to fix unit tests	True	
fix typo's	False	
moved split_data_train_validation_test to model_selection package	True	
format python code with black	True	
these test vanished from the unit-tests	False	
format with blacksigned-off-by: david swinkels <david.swinkels@alliander.com>	True	
format python code with black	True	
fixed extreme stdev with back test	False	
reorganise linear + missing value classes.	False	
format python code with black	True	
create index.rst	False	
save path instead of uri	False	
fix package data files	False	
fix if no old model is found	False	
format python code with black	True	
add pre-commit requirements	False	
optimization code added, not functionalthe objective init and call do not seem to be up-to-date.	True	
fix unit test, add dummy ktpbase module	False	
improve readme of documentation	False	
remove type	False	
add doc	False	
implemented first use of holidays package	False	
remove mlflow files	False	
add mlruns dir to .gitignore	True	
update teams message format	True	
bump version to 2.0.0	True	
converted to snakecase	True	
implemented some feedback	True	
update requirements.txt	False	
update test_calculate_kpi.pysigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
add unit tests	False	
test unmocked model pathsigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
bump daskbumps [dask](https://github.com/dask/dask) from 2021.4.0 to 2021.10.0.- [release notes](https://github.com/dask/dask/releases)- [changelog](https://github.com/dask/dask/blob/main/docs/release-procedure.md)- [commits](https://github.com/dask/dask/compare/2021.04.0...2021.10.0)---updated-dependencies:- dependency-name: daskdependency-type: direct:production...signed-off-by: dependabot[bot] <support@github.com>	True	
rename parameter "x" to "x"	True	
update create_component_forecast.py	True	
update openstef_dashboard_doc.html	False	
bump version openstf for release	True	
remove unused line	False	
remove wrong/unused imports and add init to dataclasses folder	True	
format python code with black	True	
allow no feature importance figure	False	
remove superfluous returnssigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
remove commented out codesigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
don't check model age when testing	False	
change installation instructionto use package at pypi	True	
format python code with black	True	
format python code with black	True	
create makefile	False	
fix unit tests	False	
added the possibility to specify the horizons used for training from the prediction jobsigned-off-by: alexis mignon <alexis.mignon@proabyes.com>	True	
format python code with black	True	
more refactor	True	
update openstef_dashboard_doc.html	False	
fixed bug, removed duplicate code and added unit test	False	
format python code with black	True	
updated version number for release	True	
update setup.py	False	
add comment about optuna	False	
updated code with the commentsupdated code with the comments	False	
update readme.md	False	
add missing value handler.	False	
update unittest to cover code	True	
update requirements.txt	False	
update postprocessing.py	False	
update requirements.txt	False	
fix code smells	False	
improve logging	False	
update setup.py	False	
update prediction_job.py	False	
add reuse header	False	
incorporate fixsigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
removed unused variable/import	False	
change x to x and fix a test.	True	
delete make.bat	False	
create test_post_teams_alert_invalid_keys()	False	
fix nan metrics when calculating kpisigned-off-by: david swinkels <david.swinkels@alliander.com>	False	
work in progress	False	
fixed unittests	False	
add auto black on pr	True	
create make.bat	False	
replace print by logger	False	
first try	False	
added a functionnality to sort prediction jobs taking into account dependenciessigned-off-by: alexis mignon <alexis.mignon@proabyes.com>	True	
model_creator use pj	True	
bump versionsigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
add tests for cover	True	
add return type hinting	False	
add logging when model loaded	False	
dataclasses renamed to data_classesdataclasses is an exisiting package and this caused errors	True	
imported packagesimported packages	False	
update committers.md	False	
raise clear exception on unimplemented model	False	
have optional mlflow tracking uri, make saving report to disk optional and update requirementssigned-off-by: david swinkels <david.swinkels@alliander.com>	True	
added a config with smart_union activated to avoid unwanted conversions on integers ids to strings in the depends_on attributesigned-off-by: alexis mignon <alexis.mignon@proabyes.com>	True	
integrated quantile model with pipeline	False	
rename license/mit.txt to licenses/mit.txt	True	
update based on  reviews	False	
format python code with black	True	
added basic mecanism to allow custom models	True	
format python code with black	True	
create pr-labler.yaml	False	
remove references to sjv column names	True	
changed random.sample due to security errorschanged random.sample due to security errors	True	
rename unit tests to align them more	True	
remove_model unittest improvement	False	
increase number of trials	False	
fixed bug, back test is not default	False	
update openstef_dashboard_doc.html	False	
format python code with black	True	
format python code with black	True	
add sonarcloud badges	True	
format with blacksigned-off-by: david swinkels <david.swinkels@alliander.com>	True	
readded iterable type hint since it is used at other placessigned-off-by: alexis mignon <alexis.mignon@proabyes.com>	True	
update setup.py	False	
format python code with black	True	
use correct newline symbol	False	
update requirements.txt	False	
update to openstef instead of alliander-opensource	True	
add test/unit	False	
add pre-commit-config	False	
fixed logger exceptions	False	
implemented feedback	False	
format python code with black	True	
fix failing unit tests	False	
changed ktpbase to openstf-dbc	True	
incorporate name change	False	
could not replicate but added proposed fix	False	
integration test for the general pipeline	True	
changed testsigned-off-by: jan maarten van doorn <52956303+janmaartenvandoorn@users.noreply.github.com>	False	
fix linting error	False	
rename pr-labler.yaml to pr-labeler.yaml	True	
remove obs label	False	
private method because might be changed later	True	
added some more documentation	True	
fix typo	False	
moving create_forecast pipeline, work in progress	True	
added more documentation	False	
update pull_request_template.md	False	
revert naming untill we have made decision, rename core pipeline to core	True	
rename requirements.txt to _obsolete_requirements.txt	True	
update predict_sklearn.py	False	
ran blacksigned-off-by: jan maarten van doorn <52956303+janmaartenvandoorn@users.noreply.github.com>	False	
remove unused functions	False	
updated csv	False	
update setup.py	False	
try to fix docs by using printf (more consistent behavior then echo)	True	
update imports and remove option to log matplotlib figureremoved the option to log a matplotlib figure since we can use plotly	True	
add dummy optimize hyperparameters pipeline	False	
rename _obsolete_requirements.txt to requirements.txt	True	
format python code with black	True	
update setup.pybump version to 2.2.3	True	
implemented predict pipeline	False	
after merge changes	False	
format python code with black	True	
comments on pr	False	
fix wrong inputssigned-off-by: frank kreuwel <frank.kreuwel@alliander.com>	False	
bug fixes in lag featuresmake sure to look at the unittests!	True	
format python code with black	True	
black formatting	True	
fixed some bugs	True	
security sonar cloud fixsecurity sonar cloud fix	True	
try if higher-level requirements can be installed	False	
update test_validation_find_zero_flatliners.py	False	
update setup.pybump version	False	
format python code with black	True	
update mlflow 1.21.0	False	
add badges	False	
